user_id,question_id,question,theme
u-ZdMvbfs8od-ayhFv1ZdOK,q-ZuTFHqMmF9-h33FdbO47l,Will the snow be eliminated?,Sustainability-Climate
u-zQHeYZkQGq-UjiF5EFPWb,q-BxguTA0p5k-AO4PnGtVpQ,Will there be protected bike lanes?,Safety
u-j7y5hnS7hK-UmrMXiziHH,q-XaN5nn2le7-SiT7VQrfgK,"Transit-Oriented Development is one of the leading causes of gentrification displacement. How will the City of Boston guarantee that transportation funds will not contribute to displacement, and will benefit low-income people and transit-dependent riders? #right2remain #Rmbta",Equity
u-bVj0RP0VYn-RFUALjWdBZ,q-1zgcQj4mjX-iHI1eITEPZ,"To get from neighborhoods to Logan Airport can we create a service that is faster and more convenient than a combination of buses and subways, but more affordable than limo service?  ",Access
u-GTyJ71jVj7-IuntKQLAUl,q-QFdkshFmGq-Bxj4cd9iTx,Will the number 8 bus be able to run every 15 minutes?,Reliability
u-xGg3COyL3G-bdebx7gxf9,q-PCDspUebjC-ejhB9BjKqg,"Will there be free wifi on buses and trains? (I'm 15 years old, and this question truly reflects in every way how I am the worst kind of child growing up in today's society. I'm going to be an adult some day, making IMPACTFUL choices in all of your communities. Think about that for a second. Think about what that entails. Scary. I know.)",Innovation-Technology
u-W3rOskDBS2-24B9fIHeuL,q-DMoM9zqA7T-n7pI54cICt,When will the MBTA put a bus stop in Bringham circle?,Access
u-BrhpNjHgFr-gcT7hiJLt1,q-EXoUNiyTHl-nLgWmaygbq,Will urban communities have better access to transportation? More trains better schedules.,Equity
u-lpUt88ahLq-nJopJ7LVx3,q-zv9asCbaCU-AvEMRrKt05,"What's happening to make things safer and more fun for bike riders, so as to encourage more bike riders?",Experiential Quality
u-UcXNiDj6xi-y0zZnnymxa,q-YSkk58JWD7-NsNmKf2nvi,Will transportation change in the next 100 years?,Innovation-Technology
u-N5hxpmWBST-ASMN5UyzJm,q-fCqMizZvC6-IsTzH4U1uz,Will it be affordable for low-income people?,Affordability
u-vu2DSQAaKS-Yqrr0zmsKe,q-xBD30oUQ9x-UALu2uXZTT,What if we KNEW we could get from downtown to Allston in under an hour?,Reliability
u-Ys0YsqK9bB-IrA0f92o3D,q-NUbsoMx0RY-O1JthsZKvf,Will it ever be free?,Affordability
u-NA4oEMWOPz-7JjrFAyeCR,q-vS6XkcnobD-Uvubt3gPFt,When will we be able to make the route from older surburbs further north to East Boston reliable on public transport?,Access
u-RQv2TBZt2K-vv89LWJ9Ie,q-x2Kb4CAxcM-w7sR1S63hJ,@GoBoston2030 We should get a bullet train Boston-Worcester. Like a super fast one!,Access
u-Ms3AHweZQI-uBQ4PqJNxU,q-rRrelmgtQY-1sY9is2fId,No personal cars in city limits. Instead all cabs are hailable with an Uber-like system. Subways and buses still run. Uber cabs charge people based on distance and solo/multiple pickups.,Sustainability-Climate
u-l3FfygcDRz-79zx8hqHjE,q-MWqpCJtMvr-NW4iWdhHIC,Why is the T going up on rates all the time?,Affordability
u-vAFbh5lEPh-HZRVgvrWwJ,q-QFLk0Xc1pZ-mfz2HjqCGy,"How can we reduce the amount of car ownership and the number of car trips in Boston, which will improve air quality, ease snow plowing/removal, increase ridership/support for the MBTA, and reduce injury, death, and aggravation?",Sustainability-Climate
u-2JSw9GWMWb-po7YuQv6O5,q-3xdLr521NY-k2QaWwfqD2,Is there any possibility that the Green Line can be converted to an actual subway all the way out so that longer trains can be run and commuters do not have to wait for 2 - 4 full trains to pass before being able to board?,Reliability
u-O0YltzAzAi-yJoXQJ6DdU,q-958VqHQl4e-D2ammATTz7,Will there be shorter routes?,Reliability
u-BFR6Ij9OJk-ws1ajqrSbh,q-dXTkjMtYSW-TmMnZzPXs5,"Will Boston think about transport to/from locations outside Boston?  Please.  We are a region.  As just an example, job places for Boston residents are in Cambridge, and job places for Cambridge residents are in Boston.  The commute by pretty much any means would make you think otherwise.  Much of our transportation thinking is far too limited by political boundaries.  Hope you will think about that.",Access
u-WA6NMIcraY-oVRtSlaQq4,q-cyjr1VtSKe-sWADLHpXrD,Will the MBTA get any better during the winter time?,Reliability
u-xGg3COyL3G-bdebx7gxf9,q-cOVvwnRFxC-QSUcVcBk0j,Que pasen mas seguidos los trenes?,Reliability
u-4cchTH4S8J-NvD3KGrADB,q-jlK4NN1Xc5-D4bwELs9co,What is being done about the constant delays with the trains and buses?,Reliability
u-67l9gMg9Vr-0Ehsh7o4Q7,q-iaPv8M3V62-y8MqpaitUL,How will the MBTA make train and bus stations able to handle increased levels of usage in already crowded times?,Reliability
u-HaWgRBM6iC-WuqXyZkMpk,q-Rm53p3gVDH-BHpTajeIqA,Will they have more extended buses in heavily crowded areas?,Reliability
u-TWBfxYaV97-6uz6jkS3bX,q-moriKhsV3d-BZzvFDFEMP,Why is it so expensive and keep going up?,Affordability
u-IJHzfLImXL-H9ngbakH81,q-8mkV3Cu84I-qcLBMwJmVe,What will it take to have a reliable public transportation system?,Reliability
u-Lz7JWrJgu6-lOvGPY5HAI,q-rFmMCwekkM-7eBkrfGmTZ,What is the city plan to make biking safer in low income communities?,Safety
u-Qouvk9mRyW-1pVAwj779g,q-v8Cxrnx6S5-bxO1N3NKED,"I'm sure that there is quite a number of people who ride the Blue Line, then make a transfer to the Orange one and then to the Red one. That's a lot of transfers!  It would make much more sense to connect the Blue Line with the Red one - those are the only two that don't have a direct connection between them. Make the Blue Line end at Charles/MGH!  Thanks!",Access
u-LXufdI4neF-i4hz4inesO,q-UmXYsDXXeC-lyIvq6NQ9a,When is the bike path on Mass Ave going to be re-paved?  When is the path from Melnea Cass blvd be linked to the Harbor?,Access
u-LRZfuFnhUm-i4fKrBwmLA,q-GBtgyQOkGy-D7A6aU6gNn,Are new improvements going to make the T more efficient than before?,Reliability
u-4vZfTUqY4t-tb6halGRQY,q-T0SZybdg0d-BxwiwX48qg,Can there be better cold weather options?,Experiential Quality
u-E7vrb5DcRH-WQI8HD1MEY,q-0BjqWuMs8w-Y8DHMy0e7u,@NotifyBoston @GoBoston2030 do we have to wait 15 years for a public transportation fix?,Experiential Quality
u-MStFYqgzgB-9IcLXvmLqp,q-6VksSv6H8Z-hWbqdGrOFz,When will the indoor train stations become heated?,Experiential Quality
u-rmn4kFQtui-Ixdm0qLts8,q-wzGyqCadZ1-LTUFlNhV2m,What needs to happen to get more people to commute by foot and by bike than by car?,Access
u-4ezdLZfdvd-aAPkuElB5S,q-hJBeI7iyWw-Lhs3dhKRnW,"In what ways can we work to make the green line more efficient, snow or not?",Reliability
u-tBDv6Sw9ay-kLS6U5yTNs,q-j5t0LopJDx-f3ukiIosqo,Can the bus route #23 to Ashmont have more frequent buses or an extended bus?,Reliability
u-cpuM6pi17T-8kReK25PHi,q-sgs8FuPZqE-XsOPjVJAzb,Omnibuses were invented over one hundred and fifty years ago! --- Can any one control Bus Bunching yet?,Innovation-Technology
u-cMhRdAXrsm-2ZAlrfn4Bp,q-B8EhZWFi1l-k2LZxiEPRw,"Can we remove the snow from the sidewalks, so I don't almost fall?",Experiential Quality
u-KFhAtGCxpa-nib01whfYO,q-SDd2ZqyggB-hGwllYDfbM,Why are the meetings for decision making around major changes in Public transportation so low-key?  Why aren't they better advocated for?  Can they be advertised on the radio or a TV advertisement not just on bill boards on the train?,Governance and Decision-Making
u-BSbhmsQrmY-WrLB6NCn2C,q-9y4KW5GhVV-04VaYW5NqY,Will there be a 24 hour transportation service?,Reliability
u-vp6VbH4AJO-ttWrq96Lnc,q-Z3N4u1Z66n-RVlO4TITSO,When are they going to update the subway system?,Experiential Quality
u-FwaNcpFhOf-yFOKcdk26t,q-kFGO2bX30J-qHndXl8aBT,What if we had tax deductions for non-car owners?,Governance and Decision-Making
u-wFtbhtx1Qz-YTrNSDU9u4,q-86R9MhSBOi-7DzD5dHDsr,When can I use my link pass on the commuter rail?,Innovation-Technology
u-MKdrbdS4aU-nSLPRUB7OY,q-5v9SbXg78I-n70vpgJVW9,Will the MBTA consider running more buses after rush hour?,Access
u-26KfHNeA8p-IFPPfjBiGZ,q-9ULyogQdvY-v12LRAYM8b,Will it be possible to have autonomous vehicles flying people to their destination rather than driving?,Innovation-Technology
u-7Px8fdDeHC-6tFyXqgvNJ,q-lCPaV0zghF-XGXpGS7I4z,When will pedestrian convenience be prioritized in traffic signal operation?,Access
u-sBTJtuH36A-zuCzZna9mR,q-Ea6iltN64B-9HfLYQzTZ8,Where are the hoverboards at?,Innovation-Technology
u-osMnVzbTJI-PdcPZNCHM8,q-8c2qnnJL6Q-nQU6ckEAnj,What kind of investment is needed to make transportation more equitable throughout the city?,Equity
u-xGg3COyL3G-bdebx7gxf9,q-I8Ou8SWh99-dcZAUmTJGq,"Are they going to respect us as people, and not cattle?",Safety
u-WVbVOZ4yu3-DttK6krqx3,q-rPD4Uvjm4J-DBdKHYPlku,Will they create more commuter rail stations in Hyde Park?,Access
u-WCKo8IDUCF-V7iZNJ4qZB,q-IqDZfrDY83-fUlBOcIcy9,"How can we make biking in Boston so safe that almost anyone can do it, not just the people who are willing to risk their lives riding with car traffic?",Safety
u-U6uZLAMG7Z-mSHLeskIFf,q-bynvP7St2J-7quwvfTTs0,"Why can't the commuter rail run more frequent trains, perhaps smaller ones? ",Reliability
u-MhxWh7vlp5-tGENs5OVaT,q-h9nyEUBow3-9x96GheeUP,"How is the T supposed to make any money when the Charlie Ticket Readers on buses are so often out of service?  The driver just waives people on, they don't pay, and yet my monthly pass keeps getting more expensive.",Affordability
u-xGg3COyL3G-bdebx7gxf9,q-96tgopNrHm-h0ps5Aswqc,What measures are being taken to ensure the functionality of public transport during future snow emergencies?,Resiliency
u-rj30eUdjft-Bl9wjcNbYi,q-fwRU5DFRfl-EsYSG8aMZR,Can we do a transportation action plan for Codman Square?,Governance and Decision-Making
u-lwQRFpc9N9-OJlngcaqsU,q-7u3M91QwYK-iOMUL76Q33,What if commuting was not a monopoly and price rates did not increase yearly?,Affordability
u-cLGS2jERpl-azRerVtiyO,q-LqZiP7k8sv-bwMwrkfDJo,When will the MBTA increase bus services Monday through Friday and the weekends on the Mattapan to Jackson Square route?,Equity
u-6BEdg4nGqt-78LsD0hbpa,q-VHUnhyCsvU-bjJHRq3eb0,When will it be less cold waiting for the bus?,Experiential Quality
u-hAlFbnpKu7-Lto809YkqR,q-SL8TJ6Go1V-yQrkNCde1d,What if there were more high capacity cars during the rush hours of the day?,Reliability
u-Gw4DS66xpI-sFGB54kZTZ,q-Q53hMh623J-97I2khpv0w,"How will the City prioritize, fund and build the next generation of bicycling infrastructure (especially cycletracks), in order to make bicycles a prime mode of transportation for all, including youth, families, commuters and others?",Access
u-STSrL31Eki-mfznJlXwvy,q-DbxZwan1fR-UpgJZERypN,Will BRT stations act more like community information centers? Bus stops can and should be so much more than they are.,Experiential Quality
u-2He3AHfiOu-8zx8vXSxVf,q-xoHjVjOYhJ-zh7FCKfmI4,"Why can't all subway and trolley cars have dedicated racks for bicycles? (Portland, Oregon, does just that.)",Access
u-pgZ3dCEhtG-tWA9U6JuNG,q-jAMEKO9lZX-UIippLDenH,How could you make it safe for bus drivers?,Safety
u-fgq8Edguea-39FlDhYRQo,q-Id8mcgygvd-UZJtiM2BXp,Will fares for the trains and buses go down?,Affordability
u-hNLfQP9I44-DXnlXiL2ip,q-qjMVUVxiTr-1qlTFiWqMi,"Why can't we copy Washington, D.C. and have pedestrian countdown timers at every signalized intersection that do not require pushing a button?",Access
u-ABH0LGCbG7-PSAXRqXeJ0,q-wv2EnIIEmt-PQ8t2RZztY,What if Boston streets were more motorcycle friendly/catered to motorcycle enthusiasts?,Access
u-pSRBeGJk32-xe7O8DkWRS,q-txES6EOXVK-g1dlbyqtX9,Will the T be affordable?,Affordability
u-3PLdYJQJnO-zfUAAI2rVp,q-3asbPeOUmU-nrFnwv7sWj,When will the green line time schedule be implemented?,Reliability
u-HKtDLFPMKt-YDQz6RssSI,q-LDNzuWY1CK-VLBNBKmEvy,Will transportation be faster on the train or boat?,Access
u-SBzwuEi4hg-vopEZRBczz,q-KJjwyIlbxy-W9DnoNkH03,Will there be more laws enforced on bikers in streets with no bike lanes?,Governance and Decision-Making
u-xGg3COyL3G-bdebx7gxf9,q-iIzHwyYISu-ot1ZEHGjeL,Can we lower the cost to ride?,Affordability
u-e8WSwOb5pa-g6rNtAs1cj,q-Mltu3CSHHw-rIUrMgtSCP,Will there be better service for the 23 and 28 bus?,Reliability
u-smEpKKHVEf-acckk1XcyM,q-U49Wsu8KPL-csApANavZM,Why can't the T be free?,Affordability
u-NjdMtfdkoF-UM6mOo9Erb,q-jpR57Fpusv-yuZaCljT3Z,@GoBoston2030 how does Innovation District plan http://t.co/ir4GQKglYL @IDBoston #bospoli http://t.co/UcWQIjT75c fit with ? Campaign?,Access
u-OM7vdeZve1-HU12gC1xB4,q-EW2nGgih4k-vIiFd6CQmV,Are they going to bring back the above ground trolley to Dudley?,Access
u-ZwAyAinOuO-DZFhiJOZ7n,q-DXTUCDQaVU-PetE8sXaLg,Are you actually going to build all the bike infrastructure in the Bike Boston plan? I hope so! We need to make riding a bike safe & accessible to everyone.,Access
u-Kjn0KhlLhi-I9yk4ITCkz,q-cuVyqDZuXY-cOtkR2loSL,Will bikes be able to get on the orange line at all times?,Governance and Decision-Making
u-4zqteO4NzN-gQa32fsFSe,q-pQ7gngBcK3-PSlwA6DVtz,How will the MBTA accommodate the growing bilingual community?,Equity
u-PzC7JK4tgo-fgI2Z2cIWh,q-QcFijqONmD-vHZn5jVX0Q,"Can we charge more for street parking on the busiest streets so that there will always be an open spot on every block, and use the money raised to beautify neighborhoods and improve bike/pedestrian infrastructure?",Access
u-sSuKDFsmPU-wzs0ntCDNq,q-HVd6QPCrzE-Ankyoaa7V5,Will I be able to take high-speed rail in and out of the city?,Access
u-PzC7JK4tgo-fgI2Z2cIWh,q-TYdjxOwGNV-BQw0Qn2Fai,"Can we build true Bus Rapid Transit routes with dedicated bus lanes, off board fare collection, signal priority, and 7-minute headways between buses so that bus routes can be as efficient and user-friendly as subway trains?",Reliability
u-LZUhfFesST-YWa5vw9x56,q-UI70Zatz8Q-IBzFf9ntrz,In 2030 there is likely to be an uber type system with autonomous electric cars.  Can the city integrate this into public transport systems? Like a high tech changing route bus system.,Innovation-Technology
u-17VilJLPn5-OjX7nLFarP,q-JPWAzoq5dq-tSNU7et9cw,Why does the bus fare keep going up?,Affordability
u-4cQ1ybfJBK-JBmh2t4bYI,q-05CS1NVnqY-WsvQDifo8i,How can families benefit from this new system?,Experiential Quality
u-4X7J9Lb4yR-kNicobUB9j,q-oILgMnq9oZ-HJ3HXme5xb,Can Boston handle the Olympics if it can't handle a little bit of snow?,Resiliency
u-Mmbi6ovsJK-MnomFq9arj,q-zET2U2mm2g-dqTVkDvrNu,"Will huge advocacy efforts by LivableStreets, BCU, WalkBoston other groups, and individual citizens still be needed for the City to build cycletracks and safe streets?",Safety
u-x7TK9KX2dC-iunel3sOjO,q-Ve0GTI3NVK-A0ewd8s6ig,Who will run for the new green initiative?,Governance and Decision-Making
u-zaLzoQrtXc-S7AZ57MqDA,q-LrU5sm8BNS-lIlgqFM7WI,What are the highest priority areas for addressing ease of walkability?,Access
u-linKswVUKG-BkuLUHsCCl,q-nXt0K1HEcb-GRcZQ1Zuhl,"Can we do an express service on the #39 bus and other highly used bus lines such as the #1 and the #66?  Too many times, they make every stop and then catch up with one another - and it's 2 in a row!  Express stops could be every 4 stops or so.",Reliability
u-CZD20qATEn-QZLUAzuQwm,q-8VMycQm17l-aDrdUA86o0,How will you clear up the mess that is I-93 between 5-7pm?,Access
u-0Ni6FhpNHc-UiP5boEJpX,q-0B0YHwlD3N-UVL1KUFQtn,"Can the Dorchester/Roxbury area around Franklin Park get better public transit beyond including, but not limited to more frequent bus service?Expansion & promotion of bike sharing? Addition of light rail?Current lack of parking makes life very difficult for residents and is severely limiting on business success.",Access
u-53xiwZYUwO-TRzsOcqqis,q-gncWb5W9wp-jDFHpX3M4D,"All bus lines should be senior citizen friendly!  Can somehow, some way, the services have a senior bus line that maybe runs back to back with the regular buses so that they are able to be seated and treated with respect?",Equity
u-pPHxTPoC2w-nbqys5WKIS,q-yiYNqsnIl7-KVQ5MJzXB9,"Given low cost of brush less motors and the prevalence of quadro-copter technology, will the average citizen be able and allowed to fly their private copters around town unhampered by complex flight regulations? If so, how will this change the flight paths for logan? And, how will the subsequent noise pollution be dealt with?",Access
u-AHAStLQLSW-KSd3ND3AjO,q-E3KJD1cKPv-mWxPoNsyeZ,Where are they going to put all this snow at bus stops?,Experiential Quality
u-knrSJwwqbL-R171I3mpFd,q-Awvz6P0Mt7-Vg9ketGd2W,"As a frequent business visitor to Boston, I would like my public transit experience to be seamless.  On my first visit in 2011, I found it challenging to buy a Charlie ticket.  By my next visit, that card expired, requiring a new ticket.  In other cities, transit fare cards don't expire.  If yours have to expire, offer a donation box at the airport in the security line (Denver does this for change to aid homeless youth).  The pretty side of the Charlie ticket isn't how it goes into the machine to enter the station.  It's a simple thing, but user experience matters.  I love the tap and go cards other transit systems use.  It doesn't appear I can buy a long-lived plastic card at the station when I arrive at South Station...or if it is possible, it's not intuitive.  I do love walking in Boston and have used Hubway quite a bit at all hours of day and night from the Convention Center to Brookline and back, in all weather (except snow), so kudos for your continuing good work to make walking, biking, and transit a viable option for your business visitors.  ",Innovation-Technology
u-ukmD5jvxEv-UEGYjVjSPT,q-vBiZqdAC5Y-R1hKhakrXg,"Will we work with international students' organizations from colleges, for example, in the future?",Equity
u-xOeJztsSil-ByvNctaxor,q-xwicJktGmD-2uoDITRHZ4,"Could we have a collective ""taxi"" that fills up and follows the bus routes that costs only a little more than buses?",Reliability
u-pZJwSgRDjr-XOzTttocbe,q-OC6caL0gYP-C8aXWjRo08,"What plans are in place to make Boston more convenient and affordable for families? I've heard Vancouver is way ahead of other North American cities, and although I've never been, I believe it. I would love to stay in Boston long term, but can't imagine affording an adequately sized apartment in a neighborhood with access to tranist, schools, etc. ",Affordability
u-xGg3COyL3G-bdebx7gxf9,q-jXhOyAtfq8-4bosLP6HAB,When will youth passes be available to the youth of Boston?,Affordability
u-KQSRJ1ryFp-R9xZ69uPZI,q-kFKGUGGLtY-VLlh5kAAld,Will there be lower prices for passes?,Affordability
u-Auxy4Wwfvv-d230oI83kO,q-w0EpOwDkLR-jXoQJxZbYB,Will there be more accommodations for essential employees in the winter months? Such as transports from home to work?,Reliability
u-9VwldNmS7j-WZf55vQKCz,q-CFWJs8yScQ-daruoFQdiQ,Will we have Cycle Superhighways like London?,Access
u-xGg3COyL3G-bdebx7gxf9,q-05g8h31fiJ-IOBgiHxV3B,How will Boston modernize the transportation when we're underwater?,Sustainability-Climate
u-BzrMs7KoLR-2Go824k0aR,q-fi62m6jmg1-BOg1nzwRXJ,Can we plow the snow banks and medians so that drivers aren't blind to pedestrians crossing the streets?,Experiential Quality
u-wXKKYePE3l-qWTWP5n1RY,q-5z1r96whe0-a7sLtKVJaC,Is the T going to be accessible to many people?,Access
u-3PLdYJQJnO-zfUAAI2rVp,q-ptFIWVzeoX-LCHjVKdl8h,Are there going to be more eco-friendly things?,Sustainability-Climate
u-EbzsMZA4T9-S8V5mZlzEC,q-W256pq3BaX-zn0su1uNOt,Why can't we have nicer buses? (on the inside),Experiential Quality
u-EvmCPqTYYv-wdKBIvwagn,q-gAQf7weYGR-nG50KpNmA9,Will there be more bike and pedestrian friendly corridors to connect neighborhoods (not just bike lanes and sidewalks)?,Access
u-VzwsFTflcO-orjOqE9ka7,q-YinaWib6S7-slmzdf9h8j,"In the future, will there be moving escalators on the streets?",Innovation-Technology
u-WPaoH0ymC4-MXdmpGFQKh,q-PcEa30F3JA-M8kL5xI8R0,"How can Boston better enforce shoveling of sidewalks after snowstorms, to ensure accessibility and safety for pedestrians?",Access
u-AHAuIPlqOe-A51C8LBO2M,q-x86p6DTPI8-o8sMzH2cUj,Will there be more frequent or dependable transportation?,Reliability
u-9Nu2lspZjR-C821tc5bNQ,q-ofWCbUjnkU-xsCLnkjvYV,"How come no new stations have been added to the MBTA since 1987 (with the exception of Assembly where there was already track, and which was basically subsidized by the developer)? Even the Green Line Extension (which is far from a done deal) is only happening because it was forced by the Feds as Big Dig mitigation, and, even then, is over a decade behind schedule. Should we even believe that anything will be different in 15 years?",Access
u-MvtpzcW4Iy-rlh2EslRKa,q-qYMJ8mQXK3-THOffWBw1t,Will the MBTA improve bus lines?,Governance and Decision-Making
u-Zlwvlym9hp-Pxt0VKfL6X,q-c4eJAFrU2u-iM5wj92jCq,Why is there never enough space on the bus? If we have to stand why do we have to pay full price?,Affordability
u-xGg3COyL3G-bdebx7gxf9,q-2IwJNpqI6d-a74qESpK4w,Is it possible to use our Charlie Card on the Commuter Rail in the future?,Access
u-Qjt7ir1A9t-OsFPupifhj,q-5Zg9gqN1Od-d1xXy2AT5g,Will All-Electronic-Tolling on the MassPike allow us to charge a congestion fee to reduce traffic and help fund infrastructure improvements? Will we also be able to implement tolling on other roads/highways as well?,Sustainability-Climate
u-hsuB2UD6CQ-EYK7aPWCZS,q-6KjpLS577E-agHt3foV82,Can we lower the prices?,Affordability
u-rIEiH6pyTg-25fUsiP8dA,q-LBPxUQP5h5-ZAGwCpwKoy,Will there be flying cars?,Innovation-Technology
u-nPszkeukfv-ySe6AcdWAw,q-8j1kCCqm3I-OERpLaaK91,@NotifyBoston @GoBoston2030 What if buses and subways operated reliably and didn't always break down?,Reliability
u-2HP0hpTUOJ-24hOD3exiA,q-w0Q4NUrgfY-2ZAzsye1Xt,How will Bostonians be able to provide input to proposed plans around the olympics bid as it relates to transportation?,Governance and Decision-Making
u-yTTVDEg7KG-Fia83k4IEk,q-GorqPikJ4K-2vqU3T2X7b,Why does BU have 3 T stops?,Access
u-bmK2SQlYg8-eRRRbW7HNN,q-6Q6vJyrCnX-0tQxYXC5Rp,How will Boston pay for the transportation upgrades the city needs? How can that funding structure be equitable and sustainable?,Affordability
u-D1rDMRJZ4J-N3pEa0Gxze,q-D28WpO7y1I-Ep8pdAYvmI,"Why don't bike lanes exist downtown on Cambridge, Stuart, Boylston, Essex, and Washington Streets?",Access
u-XH5oI6RViA-UoGukaOUXg,q-mbQlHcyS8M-nWFYZpCbM5,Will we make a more efficient system of transport in Boston?,Reliability
u-dtsFsQV5gv-HaZ3i7Stkl,q-uvwn9hKsg5-sCyrjX9mzy,How can we encourage more people to use bicycles as transportation? How can we change our infrastructure and funding models to make this an attractive option?,Sustainability-Climate
u-2yEFzT6aNP-YVJTW744Qc,q-aVIQZGNpvJ-RTBbxe1EKh,Where does the water from melted snow go when there are no permeable surfaces?,Resiliency
u-5XEeaL0oaM-U5CK2akuDK,q-SoikJNLRMZ-xDkhYCGRAo,Can there be more buses for the handicapped and elderly?,Access
u-eMn9lGGkS5-Hhz3E6tl6l,q-Z32YacsGrY-gEpK7QBWuQ,@GoBoston2030 @transitmatters input? you're going to hear a lot about bikes and T service in the southern end of the city.,Access
u-5mwBu5UMt3-vv9VvcOnGG,q-adifuZSBJK-cwwFTHN2Xn,How will we keep public transportation affordable?,Affordability
u-VYJkyz6bjp-fbEpJbHUYz,q-8RovEO4FIZ-4PkgGHpiYZ,Will they have more services on weekends?,Reliability
u-72Krv6O6oU-gpSsZk6vt4,q-AByHye9jVN-vkGub4AsT6,"Could all forms of transportation be charged by use?  Car drivers think the gas tax is their toll, so to speak, to use the roads and pay for their maintenance.  The fares on public transit pay for part of the cost.  The issue is that the roads are heavily subsidized, but that is invisible because the MBTA must pay for pensions and depreciation that MA highway does not have to pay for.  The cost should tax less green cars in favor of public transit.  ",Governance and Decision-Making
u-aPuycPiqei-LeQJEaWinh,q-hNToMalgF9-3Jh2e5NuIE,Fewer disabled trains on the T. Red and Green lines! we need new trains!,Reliability
u-lrYAwjVi5p-0jNCH7xqaM,q-pOIz7O04y0-vnHyBBonUK,Not a question- but a challenge... It took me 15 minutes (not rush hour) to drive to work... JP to Fenway. It takes about an hour on public transportation. So... I drive.,Access
u-JTRlN6ky9d-vFOrwdHejF,q-Z2y1FhIiVw-qZ6pFjkFuA,Will there be abundant sheltered bicycle parking?,Experiential Quality
u-MPuzrWdI6W-WHwBsncmvW,q-SN2F7hWyfl-aXnIKfwO3k,What if buses were better spaced out?,Reliability
u-mhZAo8k9Vn-y35m0RMW0k,q-qq8UuPeOAY-kKOb0tS01I,How will we ensure that persons with physical disabilities are able to navigate our city during and in the days following snow storms?,Access
u-ovOVcv8aZI-Jx71AoKKzH,q-ofabxoYLuc-VQcNZgKDx2,"Why is there no snow removal in the winter as there is street cleaning in the summer, fall, and spring?",Experiential Quality
u-FFLY6JdqDa-Rui5HPtMtZ,q-n0bhK1KB9S-x1d6jMuUmw,Will public transportation be extended north of Boston (preferably as far as Burlington)?,Access
u-04iFAAtpWn-9BaSiC0APj,q-XtkoUvO1lk-14BY8kUfSB,How can businesses help their employees with their commutes?,Access
u-6Y6K6ykMZ3-IgwspGK5rE,q-4bDvP9OUmF-uQZGW2g73S,How is Boston planning for full accessibility and affordability in its transit and housing?,Affordability
u-HDuqpdJXPa-5lROCaQgSW,q-hdDg8RBNcZ-zB2q9ggYvP,How can commuter rail service be revised so it is not more expensive and longer to take the commuter rail than drive into Boston? It's often less expensive and faster for those of us living in the suburbs and commuting into Boston to drive rather than take public transit.,Affordability
u-3PLdYJQJnO-zfUAAI2rVp,q-lv7z0pS1nk-Z56hKU9kYb,Where are the bike lanes in Boston?,Access
u-s8nvEjToBC-LsyF7kkxr1,q-par2OFMKpt-v53X3yGDhM,We need a circle line or bus(express) that connects the subway lines together. The lines are designed so that you have to go in and back out which is very limited. The London subway system look almost identical to our except that they have a circle line.   http://www.bbc.co.uk/london/travel/downloads/tube_map.gif,Access
u-P1oCVxXSo5-Brpz50HSkY,q-gNfGXIcnHE-3eDKvq322k,"How can a trip to South Bay be made less of a miserable ordeal, by any (every) mode of transit?",Access
u-L2k3VDpWKe-nsDgyxpZgb,q-hTItDIBY7x-B068CTguPE,Why are these such stank and unjust disparities in access to affordable and efficient public transportation across neighborhoods?,Equity
u-xGg3COyL3G-bdebx7gxf9,q-rXOWgG1sXy-0fCQTxMxBu,Will the T work? Will the Commuter Rail show up? Will the MBTA repairs reflect what the community needs or what they pay in fares every day?,Reliability
u-9VwldNmS7j-WZf55vQKCz,q-sXMUAevMTl-YE4FuwiYxz,What role will electric bicycles play?,Innovation-Technology
u-sJftBHEitW-XtzgSAJBex,q-Qpq6diecP7-zKC3E0QidY,Why are the bus stops so far apart?,Access
u-Jjc62AD4jR-EMrgN4FCH0,q-6zK1afov8o-PfwQmMTHj1,What if taking the T across town was faster than driving?,Reliability
u-anLwmHhJ12-beWs8Q833R,q-tCvhwuu6cw-5Zsbqszt19,Why did the gas price go down but not the ticket price?,Affordability
u-NK4XTiFFyK-u0daRMG4dY,q-kadWMQcWji-aa1yPn4IIw,Why don't they do maintenance on the MBTA more often?,Safety
u-v08mCYTcDl-JCs9xH7yX2,q-O9eAgBk7eW-UmRIao1ZRU,How about more mass transit?,Access
u-vAFbh5lEPh-HZRVgvrWwJ,q-aWjMZJ1UKI-uZaVYLMXsZ,"Do we want to be a city where City Hall allows people to claim public parking spaces as their own with pieces of trash, and enforce those claims through vandalism and personal violence?",Experiential Quality
u-VL3fFvY5G2-TOw9XJ1GHP,q-k3onQbNl05-BPs7QxFeCm,"When will we turn our existing commuter rail infrastructure into something useful? Electrification, grade-separation, rapid transit frequencies, and the North-South Rail Link would absolutely transform the entirety of eastern Massachusetts and Greater Boston.",Access
u-UhIx7MaSe7-hfiKrp5MoZ,q-d9vJAd0SMo-EaGmTx65lg,How do we make public transportation inviting so that people prefer taking it than driving their cars?,Sustainability-Climate
u-BRwUoEIvJ9-66GH43s67Y,q-Lwfg9ja54y-Q0ovZJRhAV,Can we have a subway system that actually functions in the winter?,Reliability
